name;region;url;address;phone;email
удебный участок № 6 по Калининскому району г. Уфы;Республика Башкортостан;http://10.bkr.msudrf.ru;450068, Республика Башкортостан, г. Уфа, ул. Вологодская, д. 20/1;+7 (347)265-23-23 +7 (347) 265-23-23 +7 (347) 265-23-23 +7 (347) 265-06-06 ;msrb010@yandex.ru
удебный участок № 7 по Калининскому району г. Уфы;Республика Башкортостан;http://11.bkr.msudrf.ru;450068, Республика Башкортостан, г. Уфа, ул. Вологодская, д. 20/1;+7 (347) 283 84 60 +7 (347) 283 84 60 +7 (347) 283 84 60 +7 (347) 283 84 60 +7 (347) 265 06 06 ;msrb011@yandex.ru
удебный участок № 8 по Калининскому району г. Уфы;Республика Башкортостан;http://12.bkr.msudrf.ru;450068, Республика Башкортостан, г. Уфа, ул. Вологодская, д. 20/1;8(347) 283-07-66 8(347) 283-07-66 Телефон: 8(347) 283-07-66 Телефон: 8(347) 283-07-66 тел. (8(347)2650606 ;msrb012@yandex.ru
удебный участок № 9 по Калининскому району г. Уфы;Республика Башкортостан;http://13.bkr.msudrf.ru;450068, Республика Башкортостан, г. Уфа, ул. Вологодская, д. 20/1;283-73-22 283-73-22 265-06-06 ;msrb013@yandex.ru
удебный участок № 10 по Калининскому району г. Уфы;Республика Башкортостан;http://14.bkr.msudrf.ru;450068, Республика Башкортостан, г. Уфа, ул. Вологодская, д. 20/1;;msrb014@yandex.ru
удебный участок № 11 по Калининскому району г. Уфы;Республика Башкортостан;http://15.bkr.msudrf.ru;450069, Республика Башкортостан, г. Уфа, мкр-н Шакша, ул. Сельская, д. 8/2;;msrb015@yandex.ru
удебный участок № 12 по Калининскому району г. Уфы;Республика Башкортостан;http://16.bkr.msudrf.ru;450068, Республика Башкортостан, г. Уфа, ул. Вологодская, д. 20/1;;msrb016@yandex.ru
удебный участок № 1 по Кировскому району г. Уфы;Республика Башкортостан;http://17.bkr.msudrf.ru;450092, Республика Башкортостан, г. Уфа, ул. Рабкоров, д. 7/1;8 (3472) 56-22-49 8 (3472) 56-22-49 8 (3472) 56-22-49 8 (3472) 56-22-49 8 (3472) 55-98-31 ;msrb017@yandex.ru
удебный участок № 2 по Кировскому району г. Уфы;Республика Башкортостан;http://18.bkr.msudrf.ru;450106, Республика Башкортостан, г. Уфа, ул. Менделеева, д. 116/1;8 (347) 255-98-35 8 (347) 255-98-35 8 (347) 255-98-35 ;msrb018@yandex.ru
удебный участок № 3 по Кировскому району г. Уфы;Республика Башкортостан;http://19.bkr.msudrf.ru;450106, Республика Башкортостан, г. Уфа, ул. Менделеева, д. 116/1;;msrb019@yandex.ru
удебный участок № 4 по Кировскому району г. Уфы;Республика Башкортостан;http://20.bkr.msudrf.ru;450106, Республика Башкортостан, г. Уфа, ул. Менделеева, д. 116/1;255-98-53 255-98-53 ;msrb020@yandex.ru
удебный участок № 5 по Кировскому району г. Уфы;Республика Башкортостан;http://21.bkr.msudrf.ru;450106, Республика Башкортостан, г. Уфа, ул. Менделеева, д. 116/1;;msrb021@yandex.ru
удебный участок № 6 по Кировскому району г. Уфы;Республика Башкортостан;http://22.bkr.msudrf.ru;450092, Республика Башкортостан, г. Уфа, ул. Рабкоров, д. 7/1;(8347) 256-22-50 (8347) 256-22-50 (8347) 256-22-50 (8347) 256-22-50 (8347) 255-98-31 ;msrb022@yandex.ru
удебный участок № 7 по Кировскому району г. Уфы;Республика Башкортостан;http://23.bkr.msudrf.ru;450106, Республика Башкортостан, г. Уфа, ул. Менделеева, д. 116/1;;msrb023@yandex.ru
удебный участок № 8 по Кировскому району г. Уфы;Республика Башкортостан;http://24.bkr.msudrf.ru;450106, Республика Башкортостан, г. Уфа, ул. Менделеева, д. 116/1;8(347) 255-98-39 8(347) 255-98-39 zk-msrb017@yandex.ru ;msrb024@yandex.ru
удебный участок № 9 по Кировскому району г. Уфы;Республика Башкортостан;http://25.bkr.msudrf.ru;450092, Республика Башкортостан, г. Уфа, ул. Рабкоров, д. 7/1;8 (347) 256-22-45 8 (347) 256-22-45 8 (347) 256-22-45 8 (347) 256-22-45 ;msrb025@yandex.ru
удебный участок № 10 по Кировскому району г. Уфы;Республика Башкортостан;http://26.bkr.msudrf.ru;450092, Республика Башкортостан, г. Уфа, ул. Рабкоров, д. 7/1;;msrb026@yandex.ru
удебный участок № 1 по Ленинскому району г. Уфы;Республика Башкортостан;http://27.bkr.msudrf.ru;450006, Республика Башкортостан, г. Уфа, ул. Цюрупы, д. 149;+7(347) 251-52-95 +7(347) 251-52-95 +7(347) 251-52-95 +7(347) 251-52-95 +7(347) 251-90-67 ;msrb027@yandex.ru
удебный участок № 2 по Ленинскому району г. Уфы;Республика Башкортостан;http://28.bkr.msudrf.ru;450006, Республика Башкортостан, г. Уфа, ул.Цюрупа, д.149;;msrb028@yandex.ru
удебный участок № 3 по Ленинскому району г. Уфы;Республика Башкортостан;http://29.bkr.msudrf.ru;450006, Республика Башкортостан, г. Уфа, ул. Цюрупы, д. 149;;msrb029@yandex.ru
удебный участок № 4 по Ленинскому району г. Уфы;Республика Башкортостан;http://30.bkr.msudrf.ru;450006, Республика Башкортостан, г. Уфа, ул. Цюрупы, д. 149;;msrb030@yandex.ru
удебный участок № 5 по Ленинскому району г. Уфы;Республика Башкортостан;http://31.bkr.msudrf.ru;450006, Республика Башкортостан, г. Уфа, ул. Цюрупы, д. 149;(347) 251 99 17 (347) 251 99 17 (347) 251 99 17 (347) 251 99 17 (347) 251 90 67 ;msrb031@yandex.ru
удебный участок № 6 по Ленинскому району г. Уфы;Республика Башкортостан;http://32.bkr.msudrf.ru;450006, Республика Башкортостан, г. Уфа, ул. Цюрупы, д. 149;8(347) 251-98-74 msrb032@yandex.ru msrb032@yandex.ru ;msrb032@yandex.ru
удебный участок № 7 по Ленинскому району г. Уфы;Республика Башкортостан;http://33.bkr.msudrf.ru;450006, Республики Башкортостан, г. Уфа, ул. Цюрупы, д. 149;;msrb033@yandex.ru
удебный участок № 1 по Октябрьскому району г. Уфы;Республика Башкортостан;http://34.bkr.msudrf.ru;450083, Республика Башкортостан, г. Уфа, ул. Парковая, д. 18/2;;msrb034@yandex.ru
удебный участок № 2 по Октябрьскому району г. Уфы;Республика Башкортостан;http://35.bkr.msudrf.ru;450096, Республика Башкортостан, г. Уфа, ул. Шафиева, д. 39/1;8 (347) 248-47-99 8 (347) 248-47-99 8 (347) 248-47-99 8 (347) 248-47-99 8 (347) 248-42-20 ;msrb035@yandex.ru
удебный участок № 3 по Октябрьскому району г. Уфы;Республика Башкортостан;http://36.bkr.msudrf.ru;450096, Республика Башкортостан, г. Уфа, ул. Энтузиастов, д. 2;;msrb036@yandex.ru
удебный участок № 4 по Октябрьскому району г. Уфы;Республика Башкортостан;http://37.bkr.msudrf.ru;450096, Республика Башкортостан, г. Уфа, ул. Шафиева, д. 39/1;2484288 2484288 2484288 ;msrb037@yandex.ru
удебный участок № 5 по Октябрьскому району г. Уфы;Республика Башкортостан;http://38.bkr.msudrf.ru;450104, Республика Башкортостан, г. Уфа, ул. Жукова, д. 17 Д;8(347) 244-01-74 ;msrb038@yandex.ru
удебный участок № 6 по Октябрьскому району г. Уфы;Республика Башкортостан;http://39.bkr.msudrf.ru;450096, Республика Башкортостан, г. Уфа, ул. Шафиева, д. 39/1;8(347)2484644 8(347)2484644 8(347)2484644 8(347)2484644 8(347)2484220 ;msrb039@yandex.ru
удебный участок № 7 по Октябрьскому району г. Уфы;Республика Башкортостан;http://40.bkr.msudrf.ru;450096, Республика Башкортостан, г. Уфа, ул. Шафиева, д. 27/2;8 (347) 248-43-11 8 (347) 248-43-11 8 (347) 248-43-11 8 (347) 248-43-11 8 (347) 248-42-20 ;msrb040@yandex.ru
удебный участок № 8 по Октябрьскому району г. Уфы;Республика Башкортостан;http://41.bkr.msudrf.ru;450096, Республика Башкортостан, г. Уфа, ул. Шафиева, д. 27/2;(8-347) 248-40-44 83472484044 83472484044 83472484044 ;msrb041@yandex.ru
удебный участок № 9 по Октябрьскому району г. Уфы;Республика Башкортостан;http://42.bkr.msudrf.ru;450096, Республики Башкортостан, г. Уфа, ул. Шафиева, д. 39/1;(347) 2484220 ;msrb042@yandex.ru
удебный участок № 10 по Октябрьскому району г. Уфы;Республика Башкортостан;http://43.bkr.msudrf.ru;450104, Республика Башкортостан, г. Уфа, ул. Жукова, д. 17 Д;;msrb043@yandex.ru
удебный участок № 11 по Октябрьскому району г. Уфы;Республика Башкортостан;http://44.bkr.msudrf.ru;450096, Республика Башкортостан, г. Уфа, ул. Шафиева, д. 39/1;248-44-28 248-44-28 248-44-28 248-44-28 248-42-20 ;msrb044@yandex.ru
удебный участок № 12 по Октябрьскому району г. Уфы;Республика Башкортостан;http://45.bkr.msudrf.ru;450096, Республика Башкортостан, г. Уфа, ул. Энтузиастов, д. 2;8 (347) 237 66 24 8 (347) 237 66 24 8 (347) 237 66 24 ;msrb045@yandex.ru
удебный участок № 1 по Орджоникидзевскому району г. Уфы;Республика Башкортостан;http://46.bkr.msudrf.ru;450112, Республика Башкортостан, г. Уфа, ул. Победы, д. 19;(7347)260-65-77 (7347)260-65-77 (7347)260-65-77 (7347)260-65-77 2-60-06-36 ;msrb046@yandex.ru
удебный участок № 2 по Орджоникидзевскому району г. Уфы;Республика Башкортостан;http://47.bkr.msudrf.ru;450112, Республика Башкортостан, г. Уфа, ул. Победы, д. 23;8(347)264-40-23 8(347)264-40-23 ;msrb047@yandex.ru
удебный участок № 3 по Орджоникидзевскому району г. Уфы;Республика Башкортостан;http://48.bkr.msudrf.ru;450112, Республика Башкортостан, г. Уфа, ул. Победы, д. 19;8 (347) 240-24-88 8 (347) 240-24-88 8 (347) 240-24-88 ;msrb048@yandex.ru
удебный участок № 4 по Орджоникидзевскому району г. Уфы;Республика Башкортостан;http://49.bkr.msudrf.ru;450112, Республика Башкортостан, г. Уфа, ул. Победы, д. 19;260-62-50 ;msrb049@yandex.ru
удебный участок № 5 по Орджоникидзевскому району г. Уфы;Республика Башкортостан;http://50.bkr.msudrf.ru;450112, Республика Башкортостан, г. Уфа, ул. Победы, д. 19;8(347)264-21-24 8(347)264-21-24 8(347)264-21-24 8(347)264-21-24 ;msrb050@yandex.ru
удебный участок № 6 по Орджоникидзевскому району г. Уфы;Республика Башкортостан;http://51.bkr.msudrf.ru;450112, Республики Башкортостан, г. Уфа, ул. Победы, д. 19;260-01-83 260-01-83 260-01-83 260-01-83 факс 8(347)260-06-36 ;msrb051@yandex.ru
удебный участок № 7 по Орджоникидзевскому району г. Уфы;Республика Башкортостан;http://52.bkr.msudrf.ru;450112, Республика Башкортостан, г. Уфа, ул. Ульяновых, д. 56 А;;msrb052@yandex.ru
удебный участок № 8 по Орджоникидзевскому району г. Уфы;Республика Башкортостан;http://53.bkr.msudrf.ru;450112, Республика Башкортостан, г. Уфа, ул. Победы, д. 23;8 (347)264-40-06 8 (347) 264-40-06 8 (347) 264-40-06 8 (347) 264-40-06 8 (347) 260-06-36 ;msrb053@yandex.ru
удебный участок № 9 по Орджоникидзевскому району г. Уфы;Республика Башкортостан;http://54.bkr.msudrf.ru;450112, Республика Башкортостан, г. Уфа, ул. Победы, д. 19;8 (347) 260-16-40 msrb054@yandex.ru msrb054@yandex.ru msrb054@yandex.ru ;msrb054@yandex.ru
удебный участок № 10 по Орджоникидзевскому району г. Уфы;Республика Башкортостан;http://55.bkr.msudrf.ru;450112, Республика Башкортостан, г. Уфа, ул. Ульяновых, д. 56 А;8 (347) 264-40-30 8 (347) 264-40-30 8 (347) 264-40-30 8 (347) 264-40-30 ;msrb055@yandex.ru
удебный участок № 11 по Орджоникидзевскому району г. Уфы;Республика Башкортостан;http://56.bkr.msudrf.ru;450112, Республики Башкортостан, г. Уфа, ул. Победы, д. 19;264-40-29 264-40-29 8 (347) 264-40-29 8 (347) 264-40-29 8 (347) 260-06-36 (факс) ;msrb056@yandex.ru
удебный участок № 1 по Советскому району г. Уфы;Республика Башкортостан;http://57.bkr.msudrf.ru;450015, Республика Башкортостан, г. Уфа, ул. К. Маркса, д. 52/1;251-09-27 msrb057@yandex.ru msrb057@yandex.ru ;msrb057@yandex.ru
удебный участок № 2 по Советскому району г. Уфы;Республика Башкортостан;http://58.bkr.msudrf.ru;450015, Республика Башкортостан, г. Уфа, ул. К. Маркса, д. 52/1;(347) 2516239 8(347)251-62-39 251-62-39 251-62-39 8(347)250-70-06 ;msrb058@yandex.ru
удебный участок № 3 по Советскому району г. Уфы;Республика Башкортостан;http://59.bkr.msudrf.ru;450015, Республика Башкортостан, г. Уфа, ул. К. Маркса, д. 52/1;2503011 250-30-11 250-30-11 2503011 250-70-06 ;msrb059@yandex.ru
удебный участок № 4 по Советскому району г. Уфы;Республика Башкортостан;http://60.bkr.msudrf.ru;450015, Республика Башкортостан, г. Уфа, ул. К. Маркса, д. 52/1;8 (347) 250 70 64 8 (347) 250 70 64 (347) 250-70-64 8 (347) 250 70 64 8 (347) 250-70-06 ;msrb060@yandex.ru
удебный участок № 5 по Советскому району г. Уфы;Республика Башкортостан;http://61.bkr.msudrf.ru;450015, Республика Башкортостан, г. Уфа, ул. К. Маркса, д. 52/1;(347) 250-70-08 ;msrb061@yandex.ru
удебный участок № 6 по Советскому району г. Уфы;Республика Башкортостан;http://62.bkr.msudrf.ru;450015, Республика Башкортостан, г. Уфа, ул. К. Маркса, д. 52/1;2519033 2519033 251-90-33 251-90-33 (347) 250-70-06 ;msrb062@yandex.ru
Судебный участок № 7 по Советскому району г. Уфы;Республика Башкортостан;http://63.bkr.msudrf.ru;450015, Республика Башкортостан, г. Уфа, ул. К. Маркса, д. 52/1;;msrb063@yandex.ru
Судебный участок № 8 по Советскому району г. Уфы;Республика Башкортостан;http://64.bkr.msudrf.ru;450015, Республика Башкортостан, г. Уфа, ул. К. Маркса, д. 52/1;+7(3472) 50-81-60 +7(3472) 50-81-60 +7(3472) 50-81-60 +7(3472) 50-81-60 ;msrb064@yandex.ru
Судебный участок № 9 по Советскому району г. Уфы;Республика Башкортостан;http://65.bkr.msudrf.ru;450015, Республика Башкортостан, г. Уфа, ул. К. Маркса, д. 52/1;(347)251-49-75 (347)251-49-75 347(251-49-75) (347)250-70-06 251-49-75 ;msrb065@yandex.ru
Судебный участок № 10 по Советскому району г. Уфы;Республика Башкортостан;http://66.bkr.msudrf.ru;450015, Республика Башкортостан, г. Уфа, ул. К. Маркса, д. 52/1;;msrb066@yandex.ru
Судебный участок № 11 по Советскому району г. Уфы;Республика Башкортостан;http://67.bkr.msudrf.ru;450015, Республика Башкортостан, г. Уфа, ул. К. Маркса, д. 52/1;251-02-24 251-02-24 251-02-24 251-02-24 250-70-06 ;msrb067@yandex.ru
Судебный участок № 1 по г. Агидель Республики Башкортостан;Республика Башкортостан;http://68.bkr.msudrf.ru;452920, Республика Башкортостан, г. Агидель, ул. Академика Курчатова, д. 15;;msrb068@yandex.ru
Судебный участок № 2 по г. Агидель Республики Башкортостан;Республика Башкортостан;http://69.bkr.msudrf.ru;452920, Республика Башкортостан, г. Агидель, ул. Академика Курчатова, д. 15;;msrb069@yandex.ru
